"","Country","Subject.Descriptor","Units","Scale","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013","X2014","X2015","X2016","X2017","X2018","X2019","X2020","X2021"
"8362","United Kingdom","General government primary net lending/borrowing","National currency","Billions",32.95,18.813,-6.684,-22.239,-21.848,-22.422,-17.908,-16.084,-57.405,-134.04,-108.949,-79.257,-91.059,-74.126,-69.463,-59.043,-33.831,-12.97,-12.167,-20.544,-241.394,-240.588
"8363","United Kingdom","General government primary net lending/borrowing","Percent of GDP","",3.007,1.653,-0.563,-1.77,-1.658,-1.61,-1.218,-1.04,-3.612,-8.656,-6.784,-4.774,-5.32,-4.164,-3.729,-3.076,-1.696,-0.627,-0.568,-0.926,-11.429,-10.762
"8364","United Kingdom","General government net debt","National currency","Billions",337.284,336.458,357.311,396.818,454.211,496.735,531.399,563.663,691.424,874.91,1078.75,1191.03,1278.67,1351.48,1450.7,1501.4,1551.69,1587.83,1626.61,1670.21,1939.35,2173.63
"8365","United Kingdom","General government net debt","Percent of GDP","",30.777,29.556,30.085,31.589,34.476,35.658,36.132,36.457,43.506,56.5,67.169,71.743,74.699,75.912,77.869,78.212,77.79,76.753,75.946,75.287,91.824,97.229
"8366","United Kingdom","General government gross debt","National currency","Billions",402.566,387.039,406.364,444.667,505.785,551.529,595.872,642.358,783.932,978.555,1192.84,1327.69,1423.53,1498.26,1603.32,1664.7,1730.92,1785.63,1837.13,1891.06,2206.45,2425.54
"8367","United Kingdom","General government gross debt","Percent of GDP","",36.734,33.999,34.215,35.398,38.391,39.592,40.516,41.547,49.327,63.193,74.273,79.975,83.161,84.156,86.061,86.72,86.775,86.314,85.775,85.243,104.47,108.497
"8368","United Kingdom","Gross domestic product corresponding to fiscal year, current prices","National currency","Billions",1095.9,1138.38,1187.67,1256.19,1317.46,1393.04,1470.72,1546.09,1589.26,1548.51,1606.03,1660.14,1711.77,1780.34,1863.01,1919.64,1994.71,2068.76,2141.79,2218.44,2112.04,2235.59
"8369","United Kingdom","Current account balance","U.S. dollars","Billions",-38.436,-35.105,-38.589,-36.948,-56.468,-50.264,-77.509,-104.788,-117,-80.68,-77.238,-48.185,-94.588,-136.237,-149.631,-147.364,-146.891,-100.422,-105.331,-87.649,-100.607,-104.616
"8370","United Kingdom","Current account balance","Percent of GDP","",-2.314,-2.142,-2.164,-1.8,-2.34,-1.982,-2.86,-3.386,-3.963,-3.332,-3.109,-1.811,-3.497,-4.892,-4.879,-5.024,-5.434,-3.769,-3.682,-3.094,-3.713,-3.366
"8371","United States","Gross domestic product, constant prices","National currency","Billions",13138.05,13263.43,13488.35,13865.53,14399.68,14901.25,15315.93,15623.88,15642.98,15236.28,15649,15891.53,16253.98,16553.35,16932.03,17390.3,17680.3,18079.08,18606.8,19032.68,18384.7,19482.77
"8372","United States","Gross domestic product, constant prices","Percent change","",4.077,0.954,1.696,2.796,3.852,3.483,2.783,2.011,0.122,-2.6,2.709,1.55,2.281,1.842,2.288,2.707,1.668,2.255,2.919,2.289,-3.405,5.973
"8373","United States","GDP Domestic Currency","National currency","Billions",10250.95,10581.93,10929.1,11456.45,12217.18,13039.2,13815.6,14474.25,14769.85,14478.05,15048.98,15599.73,16253.95,16843.23,17550.68,18206.03,18695.1,19479.63,20527.15,21372.6,20893.75,22939.58
"8374","United States","GDP U.S. Dollars","U.S. dollars","Billions",10250.95,10581.93,10929.1,11456.45,12217.18,13039.2,13815.6,14474.25,14769.85,14478.05,15048.98,15599.73,16253.95,16843.23,17550.68,18206.03,18695.1,19479.63,20527.15,21372.6,20893.75,22939.58
"8375","United States","Gross domestic product, current prices","Purchasing power parity; international dollars","Billions",10250.95,10581.93,10929.1,11456.45,12217.18,13039.2,13815.6,14474.25,14769.85,14478.05,15048.98,15599.73,16253.95,16843.23,17550.68,18206.03,18695.1,19479.63,20527.15,21372.6,20893.75,22939.58
"8376","United States","Gross domestic product, deflator","Index","",78.025,79.783,81.026,82.625,84.843,87.504,90.204,92.642,94.418,95.024,96.166,98.164,100,101.751,103.654,104.691,105.74,107.747,110.321,112.294,113.647,117.743
"8377","United States","Gross domestic product per capita, constant prices","National currency","Units",46539.99,46503.1,46831.46,47691.56,49080.56,50322.52,51235.84,51751.28,51335.91,49569.21,50523.5,50943.53,51736.82,52329.15,53141.85,54187.9,54700.34,55580.04,56897.46,57929.84,55750.01,58921.07
"8378","United States","Gross domestic product per capita, constant prices","Purchasing power parity; 2017 international dollar","Units",50145.35,50105.61,50459.4,51386.13,52882.73,54220.91,55204.98,55760.35,55312.8,53409.24,54437.45,54890.03,55744.77,56382.99,57258.64,58385.72,58937.87,59885.71,61305.19,62417.55,60068.85,63485.57
"8379","United States","GDP p.c. Domestic currency","National currency","Units",36312.78,37101.45,37945.76,39405.35,41641.62,44034.26,46216.85,47943.35,48470.55,47102.43,48586.29,50008.11,51736.74,53245.52,55083.51,56729.68,57839.99,59885.71,62769.66,65051.88,63358.49,69375.38
"8380","United States","GDP p.c. U.S. Dollars","U.S. dollars","Units",36312.78,37101.45,37945.76,39405.35,41641.62,44034.26,46216.85,47943.35,48470.55,47102.43,48586.29,50008.11,51736.74,53245.52,55083.51,56729.68,57839.99,59885.71,62769.66,65051.88,63358.49,69375.38
"8381","United States","Gross domestic product per capita, current prices","Purchasing power parity; international dollars","Units",36312.78,37101.45,37945.76,39405.35,41641.62,44034.26,46216.85,47943.35,48470.55,47102.43,48586.29,50008.11,51736.74,53245.52,55083.51,56729.68,57839.99,59885.71,62769.66,65051.88,63358.49,69375.38
"8382","United States","Output gap in percent of potential GDP","Percent of potential GDP","",2.058,-0.538,-2.115,-2.383,-1.468,-0.716,-0.414,-0.696,-2.734,-7.236,-6.514,-6.575,-5.699,-5.052,-3.971,-2.544,-2.15,-1.317,0.009,0.655,-3.317,0.558
"8383","United States","Gross domestic product based on purchasing-power-parity (PPP) share of world total","Percent","",20.372,20.085,19.86,19.619,19.354,19.117,18.659,18.059,17.568,17.178,16.754,16.366,16.202,16.004,16.08,16.35,16.174,16.002,15.913,15.841,15.831,15.86
"8384","United States","Implied PPP conversion rate","National currency per current international dollar","",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"8385","United States","Total investment","Percent of GDP","",23.678,22.177,21.723,21.746,22.652,23.376,23.538,22.557,21.037,17.769,18.672,19.034,19.951,20.343,20.778,21.201,20.567,20.79,21.145,21.365,21.152,21.086
"8386","United States","Gross national savings","Percent of GDP","",20.726,19.553,18.263,17.314,17.626,18.018,19.086,17.302,14.936,13.727,15.201,16.162,18.505,18.934,20.1,20.156,18.907,19.486,19.611,19.446,19.158,19.104
"8387","United States","Inflation, average consumer prices","Index","",172.192,177.042,179.867,184,188.908,195.267,201.558,207.344,215.254,214.565,218.076,224.923,229.586,232.952,236.715,237.002,240.005,245.136,251.102,255.653,258.844,269.933
"8388","United States","Inflation, average consumer prices","Percent change","",3.367,2.817,1.596,2.298,2.668,3.366,3.222,2.871,3.815,-0.32,1.637,3.14,2.073,1.466,1.615,0.121,1.267,2.137,2.434,1.812,1.248,4.284
"8389","United States","Inflation, end of period consumer prices","Index","",175.067,177.783,182.433,185.917,191.883,198.95,203.325,211.63,213.113,217.202,220.871,227.687,231.834,234.892,236.122,237.763,242.944,248.218,252.962,258.18,262.189,275.688
"8390","United States","Inflation, end of period consumer prices","Percent change","",3.427,1.552,2.616,1.909,3.209,3.683,2.199,4.084,0.701,1.919,1.689,3.086,1.822,1.319,0.524,0.695,2.179,2.171,1.911,2.063,1.553,5.149
"8391","United States","Six-month London interbank offered rate (LIBOR)","Percent","",6.649,3.728,1.882,1.23,1.792,3.765,5.273,5.252,3.045,1.121,0.518,0.507,0.687,0.409,0.329,0.484,1.056,1.476,2.49,2.32,0.691,0.223
"8392","United States","Volume of imports of goods and services","Percent change","",13.002,-2.461,3.668,5.125,10.981,6.492,6.421,2.563,-2.148,-12.61,13.173,4.817,2.447,1.214,5.16,5.187,1.451,4.445,4.099,1.15,-8.933,14.14
"8393","United States","Volume of Imports of goods","Percent change","",12.961,-3.361,4.284,6.097,11.211,7.023,6.075,1.93,-3.271,-15.47,15.374,5.517,2.65,2.008,5.567,5.785,1.107,4.474,5.063,0.531,-5.639,15.261
"8394","United States","Volume of exports of goods and services","Percent change","",8.311,-5.582,-1.961,2.102,9.638,6.939,9.467,8.759,5.782,-8.295,12.882,7.169,4.014,2.97,3.883,0.271,0.407,4.077,2.812,-0.067,-13.561,5.409
"8395","United States","Volume of exports of goods","Percent change","",9.927,-6.331,-3.695,2.889,8.977,7.611,10.047,6.996,5.862,-11.868,15.145,7.452,3.95,2.937,4.457,-0.354,0.632,4.132,4.207,-0.061,-10.162,8.053
"8396","United States","Unemployment","Percent of total labor force","",3.967,4.742,5.783,5.992,5.542,5.083,4.608,4.617,5.8,9.283,9.608,8.933,8.075,7.358,6.158,5.275,4.875,4.35,3.892,3.683,8.108,5.431
"8397","United States","Employment","Persons","Millions",136.901,136.939,136.481,137.729,139.24,141.71,144.418,146.05,145.373,139.894,139.077,139.885,142.475,143.941,146.319,148.845,151.436,153.335,155.759,157.536,147.794,152.724
"8398","United States","Population","Persons","Millions",282.296,285.216,288.019,290.733,293.389,296.115,298.93,301.903,304.718,307.374,309.737,311.944,314.167,316.331,318.619,320.926,323.221,325.28,327.023,328.547,329.77,330.659
"8399","United States","General government revenue","National currency","Billions",NA,3414.06,3266.46,3353.77,3601.49,4023.39,4373.82,4581.38,4510.3,4086.82,4330.49,4537.15,4731.97,5271.2,5508.17,5766.36,5841.99,6006.55,6186.23,6428.92,6391.77,7143.31
"8400","United States","General government revenue","Percent of GDP","",NA,32.263,29.888,29.274,29.479,30.856,31.659,31.652,30.537,28.228,28.776,29.085,29.113,31.296,31.384,31.673,31.249,30.835,30.137,30.08,30.592,31.14
"8401","United States","General government total expenditure","National currency","Billions",NA,3470.86,3683.34,3899.59,4119.15,4423.47,4654.17,5001.96,5485.77,5993.62,5983.28,6045.28,6032.29,6037.15,6218.82,6409.39,6652.63,6907.69,7302.63,7653.2,9495.39,9625.98
"8402","United States","General government total expenditure","Percent of GDP","",NA,32.8,33.702,34.038,33.716,33.924,33.688,34.558,37.142,41.398,39.759,38.753,37.113,35.843,35.433,35.205,35.585,35.461,35.575,35.808,45.446,41.962
"8403","United States","General government net lending/borrowing","National currency","Billions",NA,-56.799,-416.881,-545.819,-517.661,-400.079,-280.349,-420.58,-975.465,-1906.8,-1652.79,-1508.13,-1300.32,-765.953,-710.642,-643.026,-810.645,-901.132,-1116.4,-1224.28,-3103.62,-2482.66
"8404","United States","General government net lending/borrowing","Percent of GDP","",NA,-0.537,-3.814,-4.764,-4.237,-3.068,-2.029,-2.906,-6.604,-13.17,-10.983,-9.668,-8,-4.548,-4.049,-3.532,-4.336,-4.626,-5.439,-5.728,-14.854,-10.823
"8405","United States","General government structural balance","National currency","Billions",NA,-80.64,-311.767,-430.844,-443.468,-343.514,-272.924,-421.672,-720.437,-1022.48,-1318.83,-1123.87,-855.24,-559.558,-487.322,-474.794,-677.718,-819.463,-1070.73,-1299.34,-2320.46,-2002.34
"8406","United States","General government structural balance","Percent of potential GDP","",NA,-0.758,-2.792,-3.671,-3.577,-2.616,-1.967,-2.893,-4.744,-6.551,-8.193,-6.731,-4.962,-3.154,-2.667,-2.542,-3.547,-4.152,-5.217,-6.119,-10.739,-8.779
"8407","United States","General government primary net lending/borrowing","National currency","Billions",NA,187.22,-187.727,-322.131,-287.191,-141.313,-10.201,-122.618,-677.776,-1634.29,-1349.24,-1151.97,-943.225,-434.393,-365.113,-307.636,-439.125,-511.667,-664.505,-743.827,-2650.19,-2101.26
"8408","United States","General government primary net lending/borrowing","Percent of GDP","",NA,1.769,-1.718,-2.812,-2.351,-1.084,-0.074,-0.847,-4.589,-11.288,-8.966,-7.385,-5.803,-2.579,-2.08,-1.69,-2.349,-2.627,-3.237,-3.48,-12.684,-9.16
"8409","United States","General government net debt","National currency","Billions",NA,3595.58,3976.2,4502.18,5861.41,6085.49,6259.23,6580.2,7631.96,9087.68,10517.42,11916.16,13087.94,13549.2,14242.04,14728.03,15316.64,15902.62,16843.27,17734.39,20626.84,23371.67
"8410","United States","General government net debt","Percent of GDP","",NA,33.978,36.382,39.298,47.977,46.671,45.306,45.461,51.673,62.769,69.888,76.387,80.522,80.443,81.148,80.896,81.929,81.637,82.054,82.977,98.723,101.884
"8411","United States","General government gross debt","National currency","Billions",NA,5623.86,6069.72,6716.27,8076.01,8535.12,8868.71,9345.74,10845.12,12535.27,14317.89,15519.45,16742.21,17600.12,18332.1,19093.85,19990.16,20645.22,21976.1,23181.39,27980.86,30574.78
"8412","United States","General government gross debt","Percent of GDP","",NA,53.146,55.537,58.624,66.104,65.457,64.193,64.568,73.427,86.581,95.142,99.485,103.004,104.494,104.452,104.877,106.927,105.984,107.059,108.463,133.92,133.284
"8413","United States","Gross domestic product corresponding to fiscal year, current prices","National currency","Billions",10250.95,10581.93,10929.1,11456.45,12217.18,13039.2,13815.6,14474.25,14769.85,14478.05,15048.98,15599.73,16253.95,16843.23,17550.68,18206.03,18695.1,19479.63,20527.15,21372.6,20893.75,22939.58
"8414","United States","Current account balance","U.S. dollars","Billions",-401.917,-394.085,-456.106,-522.293,-635.891,-749.232,-816.647,-736.549,-696.523,-379.729,-432.01,-455.302,-418.115,-339.457,-369.988,-408.888,-397.57,-361.705,-438.235,-472.146,-616.095,-796.117
"8415","United States","Current account balance","Percent of GDP","",-3.921,-3.724,-4.173,-4.559,-5.205,-5.746,-5.911,-5.089,-4.716,-2.623,-2.871,-2.919,-2.572,-2.015,-2.108,-2.246,-2.127,-1.857,-2.135,-2.209,-2.949,-3.47
"8416","Uruguay","Gross domestic product, constant prices","National currency","Billions",1049.05,1012.74,941.332,963.24,1007.93,1076.53,1120.65,1193.96,1279.64,1333.94,1438.03,1512.26,1565.77,1638.38,1691.45,1697.72,1726.4,1754.51,1762.89,1769.07,1665.43,1717.06
"8417","Uruguay","Gross domestic product, constant prices","Percent change","",-1.776,-3.461,-7.051,2.327,4.64,6.806,4.099,6.542,7.176,4.243,7.803,5.162,3.538,4.638,3.239,0.371,1.69,1.628,0.478,0.35,-5.859,3.1
"8418","Uruguay","GDP Domestic Currency","National currency","Billions",299.995,302.386,314.206,369.129,426.768,461.714,512.04,596.911,691.076,776.215,877.848,1006.34,1131.11,1280.07,1445.38,1581.55,1726.41,1842,1982.25,2158.73,2253.12,2576.13
"8419","Uruguay","GDP U.S. Dollars","U.S. dollars","Billions",24.804,22.712,14.809,13.109,14.892,18.901,21.314,25.486,32.988,34.395,43.763,52.103,55.692,62.499,62.178,57.874,57.237,64.234,64.766,61.931,56.577,60.108
"8420","Uruguay","Gross domestic product, current prices","Purchasing power parity; international dollars","Billions",36.329,35.861,33.852,35.324,37.955,41.809,44.866,49.093,53.625,56.258,61.377,65.887,66.779,70.438,74.226,74.939,76.887,79.077,81.353,83.098,79.173,84.568
"8421","Uruguay","Gross domestic product, deflator","Index","",28.597,29.858,33.379,38.322,42.341,42.889,45.691,49.994,54.006,58.19,61.045,66.545,72.24,78.13,85.452,93.157,100,104.987,112.443,122.026,135.288,150.032
"8422","Uruguay","Gross domestic product per capita, constant prices","National currency","Units",313227,302176.77,281273.63,288533.4,301647.65,321125.76,333724.85,355472.04,380497.95,394880.39,423360.59,443136.73,456963.8,476252.77,489750.91,489671.94,496061.49,502263.12,502824.19,502783.46,471670.48,484629.6
"8423","Uruguay","Gross domestic product per capita, constant prices","Purchasing power parity; 2017 international dollar","Units",14117.34,13619.3,12677.18,13004.38,13595.45,14473.34,15041.19,16021.35,17149.28,17797.51,19081.13,19972.45,20595.64,21465.01,22073.38,22069.82,22357.8,22637.31,22662.6,22660.77,21258.48,21842.56
"8424","Uruguay","GDP p.c. Domestic currency","National currency","Units",89573.38,90224.32,93885.84,110570.68,127720.73,137728.39,152483.34,177715.77,205490.26,229779.8,258440.93,294885.66,330109.29,372095.97,418504.21,456164.16,496062.07,527309.17,565389.49,613527.3,638113.87,727098.67
"8425","Uruguay","GDP p.c. U.S. Dollars","U.S. dollars","Units",7405.97,6776.82,4425.12,3926.71,4456.8,5637.98,6347.28,7587.88,9808.92,10181.7,12883.88,15267.78,16253.47,18167.34,18003.21,16692.65,16446.23,18388.31,18472.86,17601.27,16023.35,16965.08
"8426","Uruguay","Gross domestic product per capita, current prices","Purchasing power parity; international dollars","Units",10847.08,10700.16,10115.21,10581.08,11358.96,12471.65,13360.89,14616.15,15945.18,16653.95,18069.71,19306.76,19489.13,20475.34,21491.93,21614.47,22092.55,22637.31,23203.97,23617.16,22422.69,23868.98
"8428","Uruguay","Gross domestic product based on purchasing-power-parity (PPP) share of world total","Percent","",0.072,0.068,0.062,0.06,0.06,0.061,0.061,0.061,0.064,0.067,0.068,0.069,0.067,0.067,0.068,0.067,0.067,0.065,0.063,0.062,0.06,0.058
"8429","Uruguay","Implied PPP conversion rate","National currency per current international dollar","",8.258,8.432,9.282,10.45,11.244,11.043,11.413,12.159,12.887,13.797,14.302,15.274,16.938,18.173,19.473,21.105,22.454,23.294,24.366,25.978,28.458,30.462
"8430","Uruguay","Total investment","Percent of GDP","",14.457,14.328,13.073,15.206,17.468,17.699,17.677,17.654,17.632,17.61,17.588,17.566,17.544,17.521,17.499,17.477,17.455,15.829,14.953,14.639,16.998,15.988
"8431","Uruguay","Gross national savings","Percent of GDP","",11.025,10.998,14.613,13.332,16.101,16.516,16.075,17.109,16.119,16.956,16.195,16.7,13.887,14.295,14.542,17.223,18.202,15.801,14.435,15.983,16.336,14.699
"8432","Uruguay","Inflation, average consumer prices","Index","",42.3,44.147,50.313,60.063,65.563,68.645,73.037,78.963,85.183,91.199,97.308,105.183,113.701,123.451,134.41,146.058,160.138,170.095,183.033,197.46,216.725,233.012
"8433","Uruguay","Inflation, average consumer prices","Percent change","",4.761,4.366,13.967,19.379,9.159,4.7,6.398,8.115,7.877,7.062,6.699,8.093,8.098,8.575,8.877,8.666,9.639,6.218,7.607,7.882,9.756,7.515
"8434","Uruguay","Inflation, end of period consumer prices","Index","",43.18,44.73,56.34,62.08,66.79,70.06,74.53,80.87,88.31,93.52,100,108.6,116.72,126.67,137.13,150.07,162.23,172.86,186.62,203.02,222.13,238.123
"8435","Uruguay","Inflation, end of period consumer prices","Percent change","",5.035,3.59,25.956,10.188,7.587,4.896,6.38,8.507,9.2,5.9,6.929,8.6,7.477,8.525,8.258,9.436,8.103,6.552,7.96,8.788,9.413,7.2
